timestam,price,isspeciadday,traffic_condition,vehicle_type,occupancy,capacity,time,diff,source_file,Latitude,Longitude,SystemCodeNumber,CompAdjustedPrice
2016-10-06T12:00:00.000000000,10.89428333266336,0,1.5,0.5,1405.0,2009.0,1752411971774,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,11.94428333266336
2016-10-06T10:30:00.000000000,11.421975679720148,0,1.0,1.0,1261.0,2009.0,1752411971774,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,10.85087689573414
2016-10-06T12:30:00.000000000,11.616330631214042,0,1.5,1.0,1385.0,2009.0,1752411971774,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,11.035514099653339
2016-10-06T09:30:00.000000000,10.126602407924102,0,0.0,0.5,1055.0,2009.0,1752411971774,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,11.176602407924102
2016-10-06T12:30:00.000000000,11.78972321801348,0,1.5,1.0,1436.0,2009.0,1752411971774,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,11.200237057112805
2016-10-06T10:00:00.000000000,11.006017519672186,0,0.0,1.5,1170.0,2009.0,1752411971774,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,10.455716643688577
2016-10-06T10:30:00.000000000,12.018196574208003,0,1.5,1.0,1315.0,2009.0,1752411971774,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,11.417286745497602
2016-10-06T13:30:00.000000000,11.21055706918451,0,1.0,1.0,1363.0,2009.0,1752411971800,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,10.650029215725285
2016-10-06T14:30:00.000000000,11.160544643406704,0,1.0,1.0,1306.0,2009.0,1752411971800,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,10.602517411236368
2016-10-06T13:30:00.000000000,10.824038091741784,0,1.5,0.5,1364.0,2009.0,1752411971800,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,11.874038091741784
2016-10-06T15:00:00.000000000,10.998722801742298,0,1.0,1.0,1268.0,2009.0,1752411971824,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,10.448786661655182
2016-10-06T15:30:00.000000000,10.113386583454428,0,0.0,1.0,1215.0,2009.0,1752411971824,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,11.163386583454429
2016-10-07T08:30:00.000000000,10.568591824073764,0,1.0,0.5,871.0,2009.0,1752411971858,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,11.618591824073764
2016-10-06T16:30:00.000000000,10.809892595578994,0,1.0,1.0,1101.0,2009.0,1752411971858,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,10.269397965800044
2016-10-07T08:00:00.000000000,10.121203870009118,0,0.0,0.5,813.0,2009.0,1752411971858,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,11.17120387000912
2016-10-06T16:00:00.000000000,10.436160875421743,0,1.0,0.5,1157.0,2009.0,1752411971858,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,9.914352831650655
2016-10-07T09:00:00.000000000,11.434903401233328,0,1.0,1.0,990.0,2009.0,1752411971888,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,10.863158231171662
2016-10-07T09:30:00.000000000,11.25103610737342,0,1.0,1.0,1062.0,2009.0,1752411971888,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,10.688484302004747
2016-10-07T10:30:00.000000000,11.573287522869991,0,1.5,1.0,1265.0,2009.0,1752411971920,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,10.994623146726491
2016-10-07T09:30:00.000000000,10.396604371153732,0,0.0,0.5,1147.0,2009.0,1752411971920,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,11.446604371153732
2016-10-07T11:30:00.000000000,11.788591269080888,0,1.0,1.5,1300.0,2009.0,1752411971920,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,11.199161705626842
2016-10-07T10:30:00.000000000,11.103570489168668,0,1.0,1.0,1223.0,2009.0,1752411971920,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,10.548391964710234
2016-10-07T14:30:00.000000000,11.496830890260084,0,1.5,1.0,1284.0,2009.0,1752411972046,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,10.921989345747079
2016-10-07T13:00:00.000000000,12.495519802828651,0,1.5,1.5,1366.0,2009.0,1752411972046,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,11.870743812687218
2016-10-07T15:00:00.000000000,10.22491414373009,0,0.0,1.5,1222.0,2009.0,1752411972046,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,9.713668436543584
2016-10-07T13:30:00.000000000,10.765094145670508,0,1.5,0.5,1337.0,2009.0,1752411972046,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,11.815094145670509
2016-10-07T16:30:00.000000000,10.254067044102612,0,0.0,1.0,1066.0,2009.0,1752411972046,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,11.304067044102613
2016-10-07T14:00:00.000000000,11.084184668718498,0,1.0,1.0,1311.0,2009.0,1752411972046,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,10.529975435282573
2016-10-07T15:30:00.000000000,10.076705971139766,0,0.0,0.5,1184.0,2009.0,1752411972046,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,11.126705971139767
2016-10-07T12:00:00.000000000,11.836635529501924,0,1.5,1.0,1357.0,2009.0,1752411972046,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,11.244803753026828
2016-10-07T12:30:00.000000000,11.6590275841386,0,1.5,1.0,1361.0,2009.0,1752411972046,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,11.07607620493167
2016-10-07T15:30:00.000000000,9.973437968865229,0,0.0,1.0,1106.0,2009.0,1752411972046,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,11.02343796886523
2016-10-08T08:30:00.000000000,10.12027700421342,0,0.0,0.5,711.0,2009.0,1752411972138,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,11.170277004213421
2016-10-08T12:00:00.000000000,10.88617235819321,0,1.5,0.5,1047.0,2009.0,1752411972138,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,11.936172358193211
2016-10-08T07:30:00.000000000,10.240288151856284,0,0.0,1.0,691.0,2009.0,1752411972138,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,11.290288151856284
2016-10-08T10:00:00.000000000,10.128122912409331,0,1.0,0.1,891.0,2009.0,1752411972138,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,11.178122912409332
2016-10-08T11:30:00.000000000,11.56653705571658,0,1.5,1.0,987.0,2009.0,1752411972138,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,10.98821020293075
2016-10-08T10:30:00.000000000,11.308314263962387,0,1.0,1.0,955.0,2009.0,1752411972138,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,10.742898550764268
2016-10-08T10:30:00.000000000,11.23255196442592,0,1.0,1.0,930.0,2009.0,1752411972138,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,10.670924366204623
2016-10-08T08:30:00.000000000,10.30353114461884,0,0.0,1.0,757.0,2009.0,1752411972138,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,11.35353114461884
2016-10-08T09:30:00.000000000,10.304876447505984,0,0.0,1.0,822.0,2009.0,1752411972138,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,11.354876447505985
2016-10-08T14:00:00.000000000,11.407979008318456,0,1.0,1.0,1337.0,2009.0,1752411972184,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,10.837580057902533
2016-10-08T12:30:00.000000000,11.768207381699456,0,1.5,1.0,1104.0,2009.0,1752411972184,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,11.179797012614483
2016-10-08T13:00:00.000000000,10.93843564299615,0,1.5,0.5,1201.0,2009.0,1752411972184,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,11.988435642996151
2016-10-08T14:30:00.000000000,11.338316262784506,0,1.0,1.0,1388.0,2009.0,1752411972184,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,10.77140044964528
2016-10-08T13:30:00.000000000,11.764372874533697,0,1.5,1.0,1257.0,2009.0,1752411972184,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,11.176154230807011
2016-10-09T09:30:00.000000000,10.175022262049488,1,1.0,0.1,673.0,2009.0,1752411972278,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,11.225022262049489
2016-10-08T15:30:00.000000000,10.195758808611066,0,0.0,0.5,1421.0,2009.0,1752411972278,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,11.245758808611066
2016-10-09T09:00:00.000000000,10.58384635023378,1,0.0,1.0,654.0,2009.0,1752411972278,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,11.63384635023378
2016-10-09T08:30:00.000000000,10.368552143665378,1,0.0,1.0,641.0,2009.0,1752411972278,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,9.850124536482108
2016-10-08T16:00:00.000000000,10.117131143933827,0,0.0,0.5,1393.0,2009.0,1752411972278,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,11.167131143933828
2016-10-08T14:30:00.000000000,11.334957949699294,0,1.0,1.0,1387.0,2009.0,1752411972278,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,10.768210052214329
2016-10-09T08:00:00.000000000,10.4529464530356,1,0.0,1.0,639.0,2009.0,1752411972278,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,11.502946453035602
2016-10-08T16:30:00.000000000,10.194062408222727,0,0.0,1.0,1337.0,2009.0,1752411972278,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,11.244062408222728
2016-10-09T13:30:00.000000000,12.58582215043996,1,1.5,1.0,978.0,2009.0,1752411972386,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,11.95653104291796
2016-10-09T09:30:00.000000000,10.296525910693555,1,0.0,0.5,669.0,2009.0,1752411972386,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,11.346525910693556
2016-10-09T11:30:00.000000000,12.055544451041946,1,1.0,1.0,812.0,2009.0,1752411972386,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,11.452767228489849
2016-10-09T10:30:00.000000000,11.71564508658662,1,1.0,1.0,700.0,2009.0,1752411972386,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,11.12986283225729
2016-10-09T14:00:00.000000000,12.022194999446786,1,1.0,1.0,1033.0,2009.0,1752411972386,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,11.421085249474446
2016-10-09T12:30:00.000000000,12.487587175337874,1,1.5,1.0,903.0,2009.0,1752411972386,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,11.863207816570979
2016-10-09T13:00:00.000000000,12.658760529301777,1,1.5,1.0,946.0,2009.0,1752411972386,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,12.025822502836688
2016-10-09T11:00:00.000000000,11.02243435765098,1,1.0,0.5,755.0,2009.0,1752411972386,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,12.07243435765098
2016-10-09T11:30:00.000000000,12.21365946666504,1,1.0,1.0,847.0,2009.0,1752411972386,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,11.602976493331788
2016-10-09T16:30:00.000000000,10.103011821814114,1,0.0,0.5,911.0,2009.0,1752411972436,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,11.153011821814115
2016-10-09T16:00:00.000000000,10.122786560303783,1,0.0,0.5,968.0,2009.0,1752411972436,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,11.172786560303784
2016-10-09T15:30:00.000000000,11.55092369495714,1,1.0,1.0,1017.0,2009.0,1752411972436,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,10.973377510209282
2016-10-09T15:00:00.000000000,10.29470762957811,1,0.0,0.5,1046.0,2009.0,1752411972436,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,11.34470762957811
2016-10-09T14:30:00.000000000,12.684330736132166,1,1.0,1.5,1036.0,2009.0,1752411972436,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,12.050114199325558
2016-10-10T10:30:00.000000000,11.347836718182338,0,1.0,1.0,1071.0,2009.0,1752411972504,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,10.78044488227322
2016-10-10T10:30:00.000000000,10.151348545833196,0,1.0,0.1,1112.0,2009.0,1752411972504,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,11.201348545833197
2016-10-10T09:00:00.000000000,10.667787820236164,0,0.0,1.0,751.0,2009.0,1752411972504,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,11.717787820236165
2016-10-10T10:00:00.000000000,10.067519219368084,0,0.0,0.1,983.0,2009.0,1752411972504,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,11.117519219368084
2016-10-10T09:30:00.000000000,10.28609190908316,0,0.0,0.5,861.0,2009.0,1752411972504,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,11.33609190908316
2016-10-10T08:30:00.000000000,10.475551672357186,0,0.0,1.0,629.0,2009.0,1752411972504,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,11.525551672357187
2016-10-10T08:00:00.000000000,10.239006152239336,0,0.0,1.0,550.0,2009.0,1752411972504,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,11.289006152239336
2016-10-14T11:00:00.000000000,10.582891420579385,0,1.0,0.5,1150.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,11.632891420579385
2016-10-11T10:30:00.000000000,11.17922016270299,0,1.0,1.0,1369.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,10.62025915456784
2016-10-12T10:00:00.000000000,10.37309027171341,0,0.0,1.0,1151.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,9.854435758127739
2016-10-13T10:30:00.000000000,11.701463434154228,0,1.0,1.5,1165.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,11.116390262446515
2016-10-17T15:30:00.000000000,11.047899308099293,0,1.0,1.0,1175.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,10.495504342694328
2016-10-10T14:30:00.000000000,11.594439689965624,0,1.0,1.5,1189.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,11.014717705467342
2016-10-13T09:30:00.000000000,10.427900337011396,0,0.0,0.5,1052.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,11.477900337011397
2016-10-15T09:00:00.000000000,10.39549012665352,0,0.0,1.0,683.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,11.445490126653521
2016-10-10T14:00:00.000000000,10.53790232425817,0,1.0,0.5,1214.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,11.58790232425817
2016-10-17T16:00:00.000000000,10.04100717618339,0,0.0,1.0,1053.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,11.09100717618339
2016-10-16T14:30:00.000000000,10.767679135923265,1,1.0,0.5,1285.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,11.817679135923266
2016-10-14T16:30:00.000000000,10.063571408620152,0,0.0,1.0,986.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,11.113571408620153
2016-10-17T13:30:00.000000000,10.810166396946473,0,1.5,0.5,1259.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,11.860166396946473
2016-10-10T14:30:00.000000000,10.476859857418228,0,1.0,0.5,1154.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,11.526859857418229
2016-10-18T08:00:00.000000000,10.241382353742392,0,0.0,1.0,763.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,11.291382353742392
2016-10-11T10:30:00.000000000,10.560164755103614,0,1.0,0.5,1303.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,11.610164755103614
2016-10-14T11:00:00.000000000,11.608759346352734,0,1.5,1.0,1193.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,11.028321379035097
2016-10-11T13:30:00.000000000,10.838999990788365,0,1.5,0.5,1469.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,11.888999990788365
2016-10-15T11:00:00.000000000,11.729327905316474,0,1.0,1.5,1000.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,11.14286151005065
2016-10-12T09:00:00.000000000,10.874739415867742,0,0.0,1.0,1024.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,10.331002445074354
2016-10-15T14:00:00.000000000,10.13935742027715,0,1.0,0.1,1358.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,11.189357420277151
2016-10-10T11:30:00.000000000,11.166026339737355,0,1.0,1.0,1152.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,10.607725022750486
2016-10-13T11:30:00.000000000,10.145787231990573,0,1.0,0.1,1334.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,11.195787231990574
2016-10-15T11:00:00.000000000,10.575220164570066,0,1.0,0.5,953.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,11.625220164570067
2016-10-17T09:00:00.000000000,10.303393554350176,0,0.0,1.0,749.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,11.353393554350177
2016-10-12T14:00:00.000000000,11.61651565968415,0,1.0,1.5,1369.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,11.035689876699943
2016-10-16T09:00:00.000000000,10.046326305901909,1,0.0,0.1,942.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,11.09632630590191
2016-10-15T14:00:00.000000000,11.53743212206554,0,1.0,1.0,1401.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,10.960560515962262
2016-10-10T12:30:00.000000000,11.20215436741441,0,1.0,1.0,1204.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,12.25215436741441
2016-10-11T08:30:00.000000000,10.362579041691076,0,0.0,0.5,896.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv,26.14747,91.72805,7,11.412579041691076
