timestam,price,isspeciadday,traffic_condition,vehicle_type,occupancy,capacity,time,diff,source_file
2016-10-06T13:30:00.000000000,11.21055706918451,0,1.0,1.0,1363.0,2009.0,1752411971800,1,garage_26.14747_91.72805_output.csv
2016-10-06T14:30:00.000000000,11.160544643406704,0,1.0,1.0,1306.0,2009.0,1752411971800,1,garage_26.14747_91.72805_output.csv
2016-10-06T13:30:00.000000000,10.824038091741784,0,1.5,0.5,1364.0,2009.0,1752411971800,1,garage_26.14747_91.72805_output.csv
2016-10-06T15:00:00.000000000,10.998722801742298,0,1.0,1.0,1268.0,2009.0,1752411971824,1,garage_26.14747_91.72805_output.csv
2016-10-06T15:30:00.000000000,10.113386583454428,0,0.0,1.0,1215.0,2009.0,1752411971824,1,garage_26.14747_91.72805_output.csv
2016-10-07T08:30:00.000000000,10.568591824073764,0,1.0,0.5,871.0,2009.0,1752411971858,1,garage_26.14747_91.72805_output.csv
2016-10-06T16:30:00.000000000,10.809892595578994,0,1.0,1.0,1101.0,2009.0,1752411971858,1,garage_26.14747_91.72805_output.csv
2016-10-07T08:00:00.000000000,10.121203870009118,0,0.0,0.5,813.0,2009.0,1752411971858,1,garage_26.14747_91.72805_output.csv
2016-10-06T16:00:00.000000000,10.436160875421743,0,1.0,0.5,1157.0,2009.0,1752411971858,1,garage_26.14747_91.72805_output.csv
2016-10-07T09:00:00.000000000,11.434903401233328,0,1.0,1.0,990.0,2009.0,1752411971888,1,garage_26.14747_91.72805_output.csv
2016-10-07T09:30:00.000000000,11.25103610737342,0,1.0,1.0,1062.0,2009.0,1752411971888,1,garage_26.14747_91.72805_output.csv
2016-10-07T10:30:00.000000000,11.573287522869991,0,1.5,1.0,1265.0,2009.0,1752411971920,1,garage_26.14747_91.72805_output.csv
2016-10-07T09:30:00.000000000,10.396604371153732,0,0.0,0.5,1147.0,2009.0,1752411971920,1,garage_26.14747_91.72805_output.csv
2016-10-07T11:30:00.000000000,11.788591269080888,0,1.0,1.5,1300.0,2009.0,1752411971920,1,garage_26.14747_91.72805_output.csv
2016-10-07T10:30:00.000000000,11.103570489168668,0,1.0,1.0,1223.0,2009.0,1752411971920,1,garage_26.14747_91.72805_output.csv
2016-10-07T14:30:00.000000000,11.496830890260084,0,1.5,1.0,1284.0,2009.0,1752411972046,1,garage_26.14747_91.72805_output.csv
2016-10-07T13:00:00.000000000,12.495519802828651,0,1.5,1.5,1366.0,2009.0,1752411972046,1,garage_26.14747_91.72805_output.csv
2016-10-07T15:00:00.000000000,10.22491414373009,0,0.0,1.5,1222.0,2009.0,1752411972046,1,garage_26.14747_91.72805_output.csv
2016-10-07T13:30:00.000000000,10.765094145670508,0,1.5,0.5,1337.0,2009.0,1752411972046,1,garage_26.14747_91.72805_output.csv
2016-10-07T16:30:00.000000000,10.254067044102612,0,0.0,1.0,1066.0,2009.0,1752411972046,1,garage_26.14747_91.72805_output.csv
2016-10-07T14:00:00.000000000,11.084184668718498,0,1.0,1.0,1311.0,2009.0,1752411972046,1,garage_26.14747_91.72805_output.csv
2016-10-07T15:30:00.000000000,10.076705971139766,0,0.0,0.5,1184.0,2009.0,1752411972046,1,garage_26.14747_91.72805_output.csv
2016-10-07T12:00:00.000000000,11.836635529501924,0,1.5,1.0,1357.0,2009.0,1752411972046,1,garage_26.14747_91.72805_output.csv
2016-10-07T12:30:00.000000000,11.6590275841386,0,1.5,1.0,1361.0,2009.0,1752411972046,1,garage_26.14747_91.72805_output.csv
2016-10-07T15:30:00.000000000,9.973437968865229,0,0.0,1.0,1106.0,2009.0,1752411972046,1,garage_26.14747_91.72805_output.csv
2016-10-08T08:30:00.000000000,10.12027700421342,0,0.0,0.5,711.0,2009.0,1752411972138,1,garage_26.14747_91.72805_output.csv
2016-10-08T12:00:00.000000000,10.88617235819321,0,1.5,0.5,1047.0,2009.0,1752411972138,1,garage_26.14747_91.72805_output.csv
2016-10-08T07:30:00.000000000,10.240288151856284,0,0.0,1.0,691.0,2009.0,1752411972138,1,garage_26.14747_91.72805_output.csv
2016-10-08T10:00:00.000000000,10.128122912409331,0,1.0,0.1,891.0,2009.0,1752411972138,1,garage_26.14747_91.72805_output.csv
2016-10-08T11:30:00.000000000,11.56653705571658,0,1.5,1.0,987.0,2009.0,1752411972138,1,garage_26.14747_91.72805_output.csv
2016-10-08T10:30:00.000000000,11.308314263962387,0,1.0,1.0,955.0,2009.0,1752411972138,1,garage_26.14747_91.72805_output.csv
2016-10-08T10:30:00.000000000,11.23255196442592,0,1.0,1.0,930.0,2009.0,1752411972138,1,garage_26.14747_91.72805_output.csv
2016-10-08T08:30:00.000000000,10.30353114461884,0,0.0,1.0,757.0,2009.0,1752411972138,1,garage_26.14747_91.72805_output.csv
2016-10-08T09:30:00.000000000,10.304876447505984,0,0.0,1.0,822.0,2009.0,1752411972138,1,garage_26.14747_91.72805_output.csv
2016-10-08T14:00:00.000000000,11.407979008318456,0,1.0,1.0,1337.0,2009.0,1752411972184,1,garage_26.14747_91.72805_output.csv
2016-10-08T12:30:00.000000000,11.768207381699456,0,1.5,1.0,1104.0,2009.0,1752411972184,1,garage_26.14747_91.72805_output.csv
2016-10-08T13:00:00.000000000,10.93843564299615,0,1.5,0.5,1201.0,2009.0,1752411972184,1,garage_26.14747_91.72805_output.csv
2016-10-08T14:30:00.000000000,11.338316262784506,0,1.0,1.0,1388.0,2009.0,1752411972184,1,garage_26.14747_91.72805_output.csv
2016-10-08T13:30:00.000000000,11.764372874533697,0,1.5,1.0,1257.0,2009.0,1752411972184,1,garage_26.14747_91.72805_output.csv
2016-10-09T09:30:00.000000000,10.175022262049488,1,1.0,0.1,673.0,2009.0,1752411972278,1,garage_26.14747_91.72805_output.csv
2016-10-08T15:30:00.000000000,10.195758808611066,0,0.0,0.5,1421.0,2009.0,1752411972278,1,garage_26.14747_91.72805_output.csv
2016-10-09T09:00:00.000000000,10.58384635023378,1,0.0,1.0,654.0,2009.0,1752411972278,1,garage_26.14747_91.72805_output.csv
2016-10-09T08:30:00.000000000,10.368552143665378,1,0.0,1.0,641.0,2009.0,1752411972278,1,garage_26.14747_91.72805_output.csv
2016-10-08T16:00:00.000000000,10.117131143933827,0,0.0,0.5,1393.0,2009.0,1752411972278,1,garage_26.14747_91.72805_output.csv
2016-10-08T14:30:00.000000000,11.334957949699294,0,1.0,1.0,1387.0,2009.0,1752411972278,1,garage_26.14747_91.72805_output.csv
2016-10-09T08:00:00.000000000,10.4529464530356,1,0.0,1.0,639.0,2009.0,1752411972278,1,garage_26.14747_91.72805_output.csv
2016-10-08T16:30:00.000000000,10.194062408222727,0,0.0,1.0,1337.0,2009.0,1752411972278,1,garage_26.14747_91.72805_output.csv
2016-10-09T13:30:00.000000000,12.58582215043996,1,1.5,1.0,978.0,2009.0,1752411972386,1,garage_26.14747_91.72805_output.csv
2016-10-09T09:30:00.000000000,10.296525910693555,1,0.0,0.5,669.0,2009.0,1752411972386,1,garage_26.14747_91.72805_output.csv
2016-10-09T11:30:00.000000000,12.055544451041946,1,1.0,1.0,812.0,2009.0,1752411972386,1,garage_26.14747_91.72805_output.csv
2016-10-09T10:30:00.000000000,11.71564508658662,1,1.0,1.0,700.0,2009.0,1752411972386,1,garage_26.14747_91.72805_output.csv
2016-10-09T14:00:00.000000000,12.022194999446786,1,1.0,1.0,1033.0,2009.0,1752411972386,1,garage_26.14747_91.72805_output.csv
2016-10-09T12:30:00.000000000,12.487587175337874,1,1.5,1.0,903.0,2009.0,1752411972386,1,garage_26.14747_91.72805_output.csv
2016-10-09T13:00:00.000000000,12.658760529301777,1,1.5,1.0,946.0,2009.0,1752411972386,1,garage_26.14747_91.72805_output.csv
2016-10-09T11:00:00.000000000,11.02243435765098,1,1.0,0.5,755.0,2009.0,1752411972386,1,garage_26.14747_91.72805_output.csv
2016-10-09T11:30:00.000000000,12.21365946666504,1,1.0,1.0,847.0,2009.0,1752411972386,1,garage_26.14747_91.72805_output.csv
2016-10-09T16:30:00.000000000,10.103011821814114,1,0.0,0.5,911.0,2009.0,1752411972436,1,garage_26.14747_91.72805_output.csv
2016-10-09T16:00:00.000000000,10.122786560303783,1,0.0,0.5,968.0,2009.0,1752411972436,1,garage_26.14747_91.72805_output.csv
2016-10-09T15:30:00.000000000,11.55092369495714,1,1.0,1.0,1017.0,2009.0,1752411972436,1,garage_26.14747_91.72805_output.csv
2016-10-09T15:00:00.000000000,10.29470762957811,1,0.0,0.5,1046.0,2009.0,1752411972436,1,garage_26.14747_91.72805_output.csv
2016-10-09T14:30:00.000000000,12.684330736132166,1,1.0,1.5,1036.0,2009.0,1752411972436,1,garage_26.14747_91.72805_output.csv
2016-10-10T10:30:00.000000000,11.347836718182338,0,1.0,1.0,1071.0,2009.0,1752411972504,1,garage_26.14747_91.72805_output.csv
2016-10-10T10:30:00.000000000,10.151348545833196,0,1.0,0.1,1112.0,2009.0,1752411972504,1,garage_26.14747_91.72805_output.csv
2016-10-10T09:00:00.000000000,10.667787820236164,0,0.0,1.0,751.0,2009.0,1752411972504,1,garage_26.14747_91.72805_output.csv
2016-10-10T10:00:00.000000000,10.067519219368084,0,0.0,0.1,983.0,2009.0,1752411972504,1,garage_26.14747_91.72805_output.csv
2016-10-10T09:30:00.000000000,10.28609190908316,0,0.0,0.5,861.0,2009.0,1752411972504,1,garage_26.14747_91.72805_output.csv
2016-10-10T08:30:00.000000000,10.475551672357186,0,0.0,1.0,629.0,2009.0,1752411972504,1,garage_26.14747_91.72805_output.csv
2016-10-10T08:00:00.000000000,10.239006152239336,0,0.0,1.0,550.0,2009.0,1752411972504,1,garage_26.14747_91.72805_output.csv
2016-10-14T11:00:00.000000000,10.582891420579385,0,1.0,0.5,1150.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv
2016-10-11T10:30:00.000000000,11.17922016270299,0,1.0,1.0,1369.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv
2016-10-12T10:00:00.000000000,10.37309027171341,0,0.0,1.0,1151.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv
2016-10-13T10:30:00.000000000,11.701463434154228,0,1.0,1.5,1165.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv
2016-10-17T15:30:00.000000000,11.047899308099293,0,1.0,1.0,1175.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv
2016-10-10T14:30:00.000000000,11.594439689965624,0,1.0,1.5,1189.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv
2016-10-13T09:30:00.000000000,10.427900337011396,0,0.0,0.5,1052.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv
2016-10-15T09:00:00.000000000,10.39549012665352,0,0.0,1.0,683.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv
2016-10-10T14:00:00.000000000,10.53790232425817,0,1.0,0.5,1214.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv
2016-10-17T16:00:00.000000000,10.04100717618339,0,0.0,1.0,1053.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv
2016-10-16T14:30:00.000000000,10.767679135923265,1,1.0,0.5,1285.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv
2016-10-14T16:30:00.000000000,10.063571408620152,0,0.0,1.0,986.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv
2016-10-17T13:30:00.000000000,10.810166396946473,0,1.5,0.5,1259.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv
2016-10-10T14:30:00.000000000,10.476859857418228,0,1.0,0.5,1154.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv
2016-10-18T08:00:00.000000000,10.241382353742392,0,0.0,1.0,763.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv
2016-10-11T10:30:00.000000000,10.560164755103614,0,1.0,0.5,1303.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv
2016-10-14T11:00:00.000000000,11.608759346352734,0,1.5,1.0,1193.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv
2016-10-11T13:30:00.000000000,10.838999990788365,0,1.5,0.5,1469.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv
2016-10-15T11:00:00.000000000,11.729327905316474,0,1.0,1.5,1000.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv
2016-10-12T09:00:00.000000000,10.874739415867742,0,0.0,1.0,1024.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv
2016-10-15T14:00:00.000000000,10.13935742027715,0,1.0,0.1,1358.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv
2016-10-10T11:30:00.000000000,11.166026339737355,0,1.0,1.0,1152.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv
2016-10-13T11:30:00.000000000,10.145787231990573,0,1.0,0.1,1334.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv
2016-10-15T11:00:00.000000000,10.575220164570066,0,1.0,0.5,953.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv
2016-10-17T09:00:00.000000000,10.303393554350176,0,0.0,1.0,749.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv
2016-10-12T14:00:00.000000000,11.61651565968415,0,1.0,1.5,1369.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv
2016-10-16T09:00:00.000000000,10.046326305901909,1,0.0,0.1,942.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv
2016-10-15T14:00:00.000000000,11.53743212206554,0,1.0,1.0,1401.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv
2016-10-10T12:30:00.000000000,11.20215436741441,0,1.0,1.0,1204.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv
2016-10-11T08:30:00.000000000,10.362579041691076,0,0.0,0.5,896.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv
2016-10-16T09:00:00.000000000,10.276497613351388,1,0.0,0.5,1111.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv
2016-10-11T09:30:00.000000000,10.314643384889292,0,0.0,1.0,1044.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv
2016-10-13T13:00:00.000000000,11.71491305597252,0,1.5,1.0,1376.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv
2016-10-15T13:00:00.000000000,11.58566211051066,0,1.5,1.0,1191.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv
2016-10-13T16:30:00.000000000,10.022707214206736,0,0.0,0.5,1133.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv
2016-10-12T12:00:00.000000000,11.786310112658454,0,1.5,1.0,1376.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv
2016-10-12T13:00:00.000000000,11.754865680619927,0,1.5,1.0,1431.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv
2016-10-16T10:00:00.000000000,10.676693919950267,1,0.0,1.0,1190.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv
2016-10-12T09:00:00.000000000,10.059209635809609,0,0.0,0.1,931.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv
2016-10-13T13:30:00.000000000,10.8194253928008,0,1.5,0.5,1372.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv
2016-10-14T15:00:00.000000000,10.022092177071704,0,0.0,0.5,1126.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv
2016-10-12T15:30:00.000000000,10.148532030129358,0,0.0,1.0,1231.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv
2016-10-12T16:30:00.000000000,10.2548078105429,0,0.0,1.0,1075.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv
2016-10-17T12:00:00.000000000,11.664836513542838,0,1.5,1.0,1208.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv
2016-10-16T10:30:00.000000000,10.188010132601883,1,1.0,0.1,1207.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv
2016-10-18T08:00:00.000000000,10.242818366376632,0,0.0,1.0,830.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv
2016-10-17T16:00:00.000000000,9.888692591813056,0,0.0,1.0,1053.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv
2016-10-15T09:00:00.000000000,10.688850466032022,0,0.0,1.0,760.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv
2016-10-14T08:00:00.000000000,10.961346388722376,0,1.0,1.0,761.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv
2016-10-15T16:00:00.000000000,10.554180746313804,0,0.0,1.5,1363.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv
2016-10-16T15:30:00.000000000,9.898165261099308,1,0.0,1.0,1065.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv
2016-10-14T10:00:00.000000000,10.36778055769962,0,0.0,1.0,1102.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv
2016-10-14T14:30:00.000000000,11.058719808300516,0,1.0,1.0,1219.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv
2016-10-12T12:30:00.000000000,11.7669788492018,0,1.5,1.0,1404.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv
2016-10-16T15:30:00.000000000,10.144008971200051,1,0.0,1.0,1131.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv
2016-10-16T13:00:00.000000000,10.257925955612135,1,1.5,0.1,1404.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv
2016-10-12T14:30:00.000000000,11.066924278543109,0,1.0,1.0,1335.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv
2016-10-14T13:00:00.000000000,11.597737203501737,0,1.5,1.0,1260.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv
2016-10-12T10:30:00.000000000,11.44365670229404,0,1.0,1.0,1250.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv
2016-10-16T16:30:00.000000000,10.464215239613736,1,0.0,1.0,956.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv
2016-10-10T13:00:00.000000000,11.717790944650512,0,1.5,1.0,1238.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv
2016-10-13T07:30:00.000000000,11.022894673339596,0,1.0,1.0,717.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv
2016-10-11T14:30:00.000000000,11.535546230602687,0,1.0,1.5,1417.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv
2016-10-13T15:00:00.000000000,11.383839579044285,0,1.0,1.5,1288.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv
2016-10-11T11:30:00.000000000,10.613580278820438,0,1.0,0.5,1408.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv
2016-10-13T11:00:00.000000000,11.393909748460889,0,1.0,1.0,1237.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv
2016-10-12T08:00:00.000000000,10.241702890161164,0,0.0,1.0,780.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv
2016-10-10T16:30:00.000000000,10.31036000721199,0,0.0,1.0,974.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv
2016-10-12T15:00:00.000000000,11.49349564478145,0,1.0,1.5,1294.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv
2016-10-12T11:00:00.000000000,11.319108296471672,0,1.0,1.0,1293.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv
2016-10-11T09:30:00.000000000,10.328451493211636,0,0.0,1.0,1179.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv
2016-10-17T11:30:00.000000000,10.130253794099222,0,1.0,0.1,1190.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv
2016-10-14T09:00:00.000000000,10.309430018271836,0,0.0,1.0,955.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv
2016-10-10T11:30:00.000000000,11.169415685253668,0,1.0,1.0,1178.0,2009.0,1752411975756,1,garage_26.14747_91.72805_output.csv
