timestam,price,occupancy,capacity,time,diff
2016-10-04T11:30:00.000000000,10.492329646806992,605,2803,1752411971558,1
2016-10-07T09:30:00.000000000,10.56653585444167,404,2803,1752411971558,1
2016-10-12T08:30:00.000000000,10.448091330717087,333,2803,1752411971558,1
2016-10-12T13:30:00.000000000,10.419550481626828,593,2803,1752411971558,1
2016-10-05T16:00:00.000000000,10.185515519086694,445,2803,1752411971558,1
2016-10-07T09:00:00.000000000,10.503745986443096,326,2803,1752411971558,1
2016-10-08T13:00:00.000000000,10.518729932215482,502,2803,1752411971558,1
2016-10-11T08:00:00.000000000,10.171245094541565,240,2803,1752411971558,1
2016-10-04T15:30:00.000000000,10.364609347128075,511,2803,1752411971558,1
2016-10-08T14:30:00.000000000,10.445237245808064,579,2803,1752411971558,1
2016-10-11T08:30:00.000000000,10.36817695326436,286,2803,1752411971558,1
2016-10-04T10:00:00.000000000,10.549411344987512,525,2803,1752411971558,1
2016-10-09T11:00:00.000000000,10.455226542989656,298,2803,1752411971558,1
2016-10-07T08:30:00.000000000,10.396004281127365,250,2803,1752411971558,1
2016-10-04T14:30:00.000000000,10.266856938993936,529,2803,1752411971558,1
2016-10-04T09:30:00.000000000,10.3396361041741,476,2803,1752411971558,1
2016-10-10T10:00:00.000000000,10.447377809489833,367,2803,1752411971558,1
2016-10-08T11:30:00.000000000,10.276846236175526,388,2803,1752411971558,1
2016-10-10T09:30:00.000000000,10.3888690688548,315,2803,1752411971558,1
2016-10-10T15:30:00.000000000,10.313235818765609,439,2803,1752411971558,1
2016-10-11T16:00:00.000000000,10.178380306814129,460,2803,1752411971558,1
2016-10-13T08:30:00.000000000,10.196931858722795,276,2803,1752411971558,1
2016-10-07T16:30:00.000000000,10.24331073849447,341,2803,1752411971558,1
2016-10-05T09:00:00.000000000,10.630752764894757,419,2803,1752411971558,1
2016-10-04T10:30:00.000000000,10.584373885123084,574,2803,1752411971558,1
2016-10-09T11:30:00.000000000,10.62789867998573,395,2803,1752411971558,1
2016-10-07T14:00:00.000000000,10.306100606493043,494,2803,1752411971558,1
2016-10-07T15:30:00.000000000,10.249732429539778,420,2803,1752411971558,1
2016-10-12T15:30:00.000000000,10.260435247948626,525,2803,1752411971558,1
2016-10-04T07:30:00.000000000,10.13913663931502,195,2803,1752411971558,1
2016-10-06T12:30:00.000000000,10.478059222261862,605,2803,1752411971558,1
2016-10-07T11:30:00.000000000,10.34962540135569,490,2803,1752411971558,1
2016-10-08T16:00:00.000000000,10.401712450945414,573,2803,1752411971558,1
2016-10-07T12:00:00.000000000,10.430966821262931,509,2803,1752411971558,1
2016-10-07T12:30:00.000000000,10.316089903674635,498,2803,1752411971558,1
2016-10-11T12:30:00.000000000,10.415982875490544,558,2803,1752411971558,1
2016-10-08T14:30:00.000000000,10.449518373171603,580,2803,1752411971558,1
2016-10-06T15:30:00.000000000,10.28184088476632,490,2803,1752411971558,1
2016-10-06T09:30:00.000000000,10.277559757402782,389,2803,1752411971558,1
2016-10-08T10:30:00.000000000,10.5808062789868,349,2803,1752411971558,1
2016-10-05T14:30:00.000000000,10.371744559400645,521,2803,1752411971558,1
2016-10-05T15:30:00.000000000,10.343917231537638,482,2803,1752411971558,1
2016-10-06T12:30:00.000000000,10.456653585444167,600,2803,1752411971558,1
2016-10-04T13:00:00.000000000,10.414555833036031,581,2803,1752411971558,1
2016-10-06T10:00:00.000000000,10.585800927577594,461,2803,1752411971558,1
2016-10-04T08:30:00.000000000,10.53371387798787,323,2803,1752411971558,1
2016-10-04T12:00:00.000000000,10.42739921512665,604,2803,1752411971558,1
2016-10-07T09:30:00.000000000,10.42953977880842,372,2803,1752411971558,1
2016-10-04T10:30:00.000000000,10.584373885123084,574,2803,1752411971558,1
2016-10-08T13:30:00.000000000,10.52943275062433,542,2803,1752411971558,1
2016-10-06T16:30:00.000000000,10.151266500178382,397,2803,1752411971558,1
2016-10-10T08:30:00.000000000,10.309668212629326,199,2803,1752411971558,1
2016-10-06T10:30:00.000000000,10.667142347484836,540,2803,1752411971558,1
2016-10-13T09:30:00.000000000,10.466642882625758,394,2803,1752411971558,1
2016-10-11T15:30:00.000000000,10.268997502675704,502,2803,1752411971558,1
2016-10-07T08:00:00.000000000,10.13485551195148,189,2803,1752411971558,1
2016-10-11T15:00:00.000000000,10.340349625401355,527,2803,1752411971558,1
2016-10-10T15:30:00.000000000,10.297538351765963,417,2803,1752411971558,1
2016-10-12T11:30:00.000000000,10.489475561897969,576,2803,1752411971558,1
2016-10-13T09:00:00.000000000,10.479486264716376,342,2803,1752411971558,1
2016-10-07T15:30:00.000000000,10.142704245451302,395,2803,1752411971558,1
2016-10-11T16:00:00.000000000,10.067070995362112,434,2803,1752411971558,1
2016-10-07T10:30:00.000000000,10.31894398858366,447,2803,1752411971558,1
2016-10-11T13:00:00.000000000,10.402425972172672,559,2803,1752411971558,1
2016-10-05T12:30:00.000000000,10.432393863717444,586,2803,1752411971558,1
2016-10-05T12:30:00.000000000,10.406707099536211,580,2803,1752411971558,1
2016-10-10T08:00:00.000000000,10.10845522654299,152,2803,1752411971558,1
2016-10-05T09:30:00.000000000,10.551551908669282,478,2803,1752411971558,1
2016-10-08T10:30:00.000000000,10.383874420264004,303,2803,1752411971558,1
2016-10-08T08:30:00.000000000,10.10631466286122,149,2803,1752411971558,1
2016-10-04T10:00:00.000000000,10.749197288619335,525,2803,1752411971558,1
2016-10-09T08:00:00.000000000,10.072065643952907,101,2803,1752411971558,1
2016-10-11T14:00:00.000000000,10.346771316446665,546,2803,1752411971558,1
2016-10-06T16:00:00.000000000,10.109882268997502,434,2803,1752411971558,1
2016-10-08T09:30:00.000000000,10.13913663931502,195,2803,1752411971558,1
2016-10-08T16:30:00.000000000,10.254727078130571,537,2803,1752411971558,1
2016-10-05T12:00:00.000000000,10.376025686764182,582,2803,1752411971558,1
2016-10-13T10:30:00.000000000,10.353906528719229,496,2803,1752411971578,1
2016-10-13T11:00:00.000000000,10.542276132714948,540,2803,1752411971578,1
2016-10-13T11:30:00.000000000,10.590795576168391,588,2803,1752411971596,1
2016-10-13T11:30:00.000000000,10.526578665715306,573,2803,1752411971596,1
2016-10-13T12:30:00.000000000,10.4216910453086,591,2803,1752411971604,1
2016-10-13T13:00:00.000000000,10.447377809489833,597,2803,1752411971616,1
2016-10-13T13:30:00.000000000,10.451658936853372,603,2803,1752411971664,1
2016-10-13T15:00:00.000000000,10.34534427399215,554,2803,1752411971664,1
2016-10-13T14:30:00.000000000,10.4052800570817,568,2803,1752411971664,1
2016-10-13T13:30:00.000000000,10.451658936853372,603,2803,1752411971664,1
2016-10-13T16:30:00.000000000,10.168391009632536,466,2803,1752411971774,1
2016-10-14T08:00:00.000000000,10.191223688904746,268,2803,1752411971774,1
2016-10-14T10:00:00.000000000,10.409561184445238,574,2803,1752411971774,1
2016-10-14T09:00:00.000000000,10.3232251159472,453,2803,1752411971774,1
2016-10-13T16:00:00.000000000,10.279700321084553,512,2803,1752411971774,1
2016-10-14T08:00:00.000000000,10.144844809133073,203,2803,1752411971774,1
2016-10-14T09:00:00.000000000,10.265429896539422,372,2803,1752411971774,1
2016-10-13T15:30:00.000000000,10.318230467356404,536,2803,1752411971774,1
2016-10-14T10:00:00.000000000,10.376025686764182,527,2803,1752411971774,1
2016-10-14T11:00:00.000000000,10.450945415626116,632,2803,1752411971798,1
2016-10-14T11:00:00.000000000,10.4659293613985,653,2803,1752411971798,1
2016-10-14T12:00:00.000000000,10.485194434534428,680,2803,1752411971798,1
2016-10-14T12:00:00.000000000,10.485907955761684,681,2803,1752411971824,1
2016-10-14T13:00:00.000000000,10.501605422761328,703,2803,1752411971824,1
2016-10-14T14:30:00.000000000,10.31894398858366,637,2803,1752411971858,1
2016-10-14T13:00:00.000000000,10.495183731716018,694,2803,1752411971858,1
2016-10-14T14:00:00.000000000,10.481626828398143,675,2803,1752411971858,1
2016-10-14T15:00:00.000000000,10.291830181947914,599,2803,1752411971858,1
2016-10-14T15:00:00.000000000,9.97930788440956,526,2803,1752411971886,1
2016-10-14T16:00:00.000000000,10.313235818765609,439,2803,1752411971886,1
2016-10-15T09:00:00.000000000,10.218337495540492,161,2803,1752411971920,1
2016-10-14T16:30:00.000000000,10.193364252586514,411,2803,1752411971920,1
2016-10-15T08:30:00.000000000,10.15126650017838,132,2803,1752411971920,1
2016-10-15T08:00:00.000000000,10.082768462361756,116,2803,1752411971920,1
2016-10-15T11:00:00.000000000,10.291116660720656,408,2803,1752411972046,1
2016-10-15T14:00:00.000000000,10.397431323581875,547,2803,1752411972046,1
2016-10-15T11:00:00.000000000,10.256867641812343,360,2803,1752411972046,1
2016-10-15T13:00:00.000000000,10.376025686764182,527,2803,1752411972046,1
2016-10-15T09:00:00.000000000,10.398144844809131,203,2803,1752411972046,1
2016-10-15T10:00:00.000000000,10.181234391723152,254,2803,1752411972046,1
2016-10-15T10:00:00.000000000,10.21476988940421,301,2803,1752411972046,1
2016-10-15T12:00:00.000000000,10.354620049946488,497,2803,1752411972046,1
2016-10-15T12:00:00.000000000,10.328219764537996,460,2803,1752411972046,1
2016-10-15T13:30:00.000000000,10.453085979307884,545,2803,1752411972046,1
2016-10-16T09:00:00.000000000,10.27042454513022,379,2803,1752411972138,1
2016-10-15T14:00:00.000000000,10.354620049946485,537,2803,1752411972138,1
2016-10-15T16:00:00.000000000,10.338209061719589,474,2803,1752411972138,1
2016-10-15T16:00:00.000000000,10.356047092401,499,2803,1752411972138,1
2016-10-16T08:00:00.000000000,10.136282554405994,191,2803,1752411972138,1
2016-10-15T15:00:00.000000000,10.36389582590082,510,2803,1752411972138,1
2016-10-16T08:00:00.000000000,10.175526221905102,246,2803,1752411972138,1
2016-10-15T15:00:00.000000000,10.375312165536926,526,2803,1752411972138,1
2016-10-16T09:00:00.000000000,10.365322868355332,512,2803,1752411972184,1
2016-10-16T10:00:00.000000000,10.406707099536211,570,2803,1752411972184,1
2016-10-16T10:30:00.000000000,10.500891901534072,592,2803,1752411972184,1
2016-10-16T11:00:00.000000000,10.585087406350338,630,2803,1752411972184,1
2016-10-16T11:00:00.000000000,10.495183731716018,609,2803,1752411972184,1
2016-10-16T14:30:00.000000000,10.15554762754192,488,2803,1752411972274,1
2016-10-16T15:30:00.000000000,10.154120585087409,411,2803,1752411972274,1
2016-10-16T13:00:00.000000000,10.444523724580806,623,2803,1752411972274,1
2016-10-16T14:00:00.000000000,10.386728505173028,542,2803,1752411972274,1
2016-10-16T15:00:00.000000000,10.185515519086694,450,2803,1752411972274,1
2016-10-16T12:00:00.000000000,10.477345701034606,669,2803,1752411972274,1
2016-10-16T13:00:00.000000000,10.468783446307528,657,2803,1752411972274,1
2016-10-16T12:00:00.000000000,10.47663217980735,668,2803,1752411972274,1
2016-10-17T09:00:00.000000000,10.215483410631466,302,2803,1752411972384,1
2016-10-16T15:30:00.000000000,9.974313235818766,369,2803,1752411972384,1
2016-10-16T16:30:00.000000000,10.234748483767392,329,2803,1752411972384,1
2016-10-17T11:30:00.000000000,10.509454156261148,529,2803,1752411972384,1
2016-10-17T11:00:00.000000000,10.522297538351769,492,2803,1752411972384,1
2016-10-17T10:30:00.000000000,10.50945415626115,444,2803,1752411972384,1
2016-10-17T08:00:00.000000000,10.16553692472351,232,2803,1752411972384,1
2016-10-17T08:00:00.000000000,10.123439172315376,173,2803,1752411972384,1
2016-10-17T09:00:00.000000000,10.244737780948984,343,2803,1752411972384,1
2016-10-17T10:00:00.000000000,10.27827327863004,390,2803,1752411972384,1
2016-10-17T13:30:00.000000000,10.419550481626828,588,2803,1752411972436,1
2016-10-17T12:00:00.000000000,10.475918658580094,552,2803,1752411972436,1
2016-10-17T14:00:00.000000000,10.445237245808062,594,2803,1752411972436,1
2016-10-17T12:30:00.000000000,10.45379950053514,566,2803,1752411972436,1
2016-10-17T12:30:00.000000000,10.50089190153407,577,2803,1752411972436,1
2016-10-17T15:30:00.000000000,10.39457723867285,553,2803,1752411972504,1
2016-10-17T16:00:00.000000000,10.513735283624689,600,2803,1752411972504,1
2016-10-18T08:00:00.000000000,10.175526221905102,246,2803,1752411972504,1
2016-10-17T16:00:00.000000000,10.595790224759186,600,2803,1752411972504,1
2016-10-17T14:30:00.000000000,10.3724580806279,582,2803,1752411972504,1
2016-10-17T15:30:00.000000000,10.41098822689975,576,2803,1752411972504,1
2016-10-17T16:00:00.000000000,10.595790224759186,600,2803,1752411972504,1
2016-10-17T16:00:00.000000000,10.513735283624689,600,2803,1752411972504,1
2016-10-17T14:30:00.000000000,10.26971102390296,558,2803,1752411972504,1
2016-10-25T15:00:00.000000000,10.458794149125936,643,2803,1752411975748,1
2016-10-25T10:30:00.000000000,10.55654655726008,530,2803,1752411975748,1
2016-10-18T09:00:00.000000000,10.320371031038173,449,2803,1752411975748,1
2016-10-27T10:30:00.000000000,11.017481270067783,1021,2803,1752411975748,1
2016-10-18T16:00:00.000000000,10.350338922582948,621,2803,1752411975748,1
2016-10-23T08:30:00.000000000,10.18622904031395,116,2803,1752411975748,1
2016-10-26T09:00:00.000000000,10.47449161612558,380,2803,1752411975748,1
2016-10-25T15:00:00.000000000,10.435247948626472,610,2803,1752411975748,1
2016-10-24T10:30:00.000000000,10.266143417766678,373,2803,1752411975748,1
2016-10-19T12:30:00.000000000,10.602211915804494,784,2803,1752411975748,1
2016-10-27T11:30:00.000000000,10.776311095255084,1088,2803,1752411975748,1
2016-10-22T15:00:00.000000000,10.35961469853728,554,2803,1752411975748,1
2016-10-19T10:00:00.000000000,10.836960399571888,703,2803,1752411975748,1
2016-10-25T12:00:00.000000000,10.477345701034606,669,2803,1752411975748,1
2016-10-25T16:00:00.000000000,10.32108455226543,545,2803,1752411975748,1
2016-10-25T09:00:00.000000000,10.266143417766678,373,2803,1752411975748,1
2016-10-19T10:00:00.000000000,10.669282911166608,703,2803,1752411975748,1
2016-10-18T13:30:00.000000000,10.508740635033892,688,2803,1752411975748,1
2016-10-25T13:30:00.000000000,10.470924009989297,675,2803,1752411975748,1
2016-10-19T11:00:00.000000000,10.5808062789868,754,2803,1752411975748,1
2016-10-27T07:30:00.000000000,10.096325365679627,135,2803,1752411975748,1
2016-10-18T15:00:00.000000000,10.454513021762397,637,2803,1752411975748,1
2016-10-26T07:30:00.000000000,10.13699607563325,192,2803,1752411975748,1
2016-10-23T10:00:00.000000000,10.371744559400645,241,2803,1752411975748,1
2016-10-24T14:30:00.000000000,10.39457723867285,553,2803,1752411975748,1
2016-10-22T11:30:00.000000000,10.293970745629682,412,2803,1752411975748,1
2016-10-19T15:30:00.000000000,10.520156974669996,729,2803,1752411975748,1
2016-10-23T16:00:00.000000000,10.118444523724582,391,2803,1752411975748,1
2016-10-22T10:30:00.000000000,10.454513021762397,282,2803,1752411975748,1
2016-10-18T15:30:00.000000000,10.497324295397789,647,2803,1752411975748,1
2016-10-22T09:00:00.000000000,10.193364252586514,126,2803,1752411975748,1
2016-10-22T13:30:00.000000000,10.396004281127365,555,2803,1752411975748,1
2016-10-23T13:30:00.000000000,10.308954691402068,513,2803,1752411975748,1
2016-10-23T14:00:00.000000000,10.331787370674276,505,2803,1752411975748,1
2016-10-27T10:30:00.000000000,11.017481270067783,1021,2803,1752411975748,1
2016-10-19T12:00:00.000000000,10.604352479486264,772,2803,1752411975748,1
2016-10-27T10:00:00.000000000,11.291473421334285,940,2803,1752411975748,1
2016-10-19T16:00:00.000000000,10.323938637174455,659,2803,1752411975748,1
2016-10-26T09:00:00.000000000,10.677845165893686,380,2803,1752411975748,1
2016-10-23T07:30:00.000000000,10.057081698180522,80,2803,1752411975748,1
2016-10-18T13:00:00.000000000,10.487334998216197,683,2803,1752411975748,1
2016-10-23T11:30:00.000000000,10.600071352122724,481,2803,1752411975748,1
2016-10-19T09:30:00.000000000,10.434534427399216,609,2803,1752411975748,1
2016-10-22T09:30:00.000000000,10.308241170174812,177,2803,1752411975748,1
2016-10-19T08:30:00.000000000,10.87334998216197,539,2803,1752411975748,1
2016-10-26T14:30:00.000000000,10.776311095255084,1138,2803,1752411975748,1
2016-10-25T16:00:00.000000000,10.32108455226543,545,2803,1752411975748,1
2016-10-23T10:30:00.000000000,10.634320371031038,349,2803,1752411975748,1
2016-10-26T12:00:00.000000000,10.792008562254724,755,2803,1752411975748,1
2016-10-18T13:30:00.000000000,10.508740635033892,688,2803,1752411975748,1
2016-10-22T16:00:00.000000000,10.318230467356404,536,2803,1752411975748,1
2016-10-24T09:30:00.000000000,10.283267927220836,282,2803,1752411975748,1
2016-10-27T14:30:00.000000000,10.694969675347842,1179,2803,1752411975748,1
2016-10-24T07:30:00.000000000,10.083481983589012,117,2803,1752411975748,1
2016-10-25T09:30:00.000000000,10.475918658580094,422,2803,1752411975748,1
2016-10-24T12:00:00.000000000,10.366749910809846,514,2803,1752411975748,1
2016-10-23T09:30:00.000000000,10.310381733856582,185,2803,1752411975748,1
2016-10-22T08:00:00.000000000,10.071352122725653,75,2803,1752411975748,1
2016-10-26T09:00:00.000000000,10.47449161612558,380,2803,1752411975748,1
2016-10-25T15:30:00.000000000,10.12058508740635,564,2803,1752411975748,1
2016-10-25T11:00:00.000000000,10.660720656439528,596,2803,1752411975748,1
2016-10-18T12:00:00.000000000,10.470924009989297,660,2803,1752411975748,1
2016-10-27T12:00:00.000000000,11.478415982875491,1252,2803,1752411975748,1
2016-10-19T10:30:00.000000000,10.66856938993935,742,2803,1752411975748,1
2016-10-27T15:30:00.000000000,10.439529075990013,1041,2803,1752411975748,1
2016-10-25T10:00:00.000000000,10.549411344987512,480,2803,1752411975748,1
2016-10-22T10:00:00.000000000,10.271851587584733,211,2803,1752411975748,1
2016-10-23T13:00:00.000000000,10.377452729218694,529,2803,1752411975748,1
2016-10-18T15:30:00.000000000,10.379593292900465,647,2803,1752411975748,1
2016-10-27T12:30:00.000000000,10.422404566535851,1142,2803,1752411975748,1
2016-10-18T08:00:00.000000000,10.21048876204067,295,2803,1752411975748,1
2016-10-27T08:30:00.000000000,10.176239743132358,247,2803,1752411975748,1
2016-10-25T13:30:00.000000000,10.463788797716733,675,2803,1752411975748,1
2016-10-24T13:30:00.000000000,10.412415269354264,578,2803,1752411975748,1
2016-10-19T16:00:00.000000000,10.22047805922226,659,2803,1752411975748,1
2016-10-24T15:30:00.000000000,10.3396361041741,476,2803,1752411975748,1
2016-10-23T08:00:00.000000000,10.087049589725297,87,2803,1752411975748,1
2016-10-18T13:30:00.000000000,10.515875847306456,688,2803,1752411975748,1
2016-10-27T10:00:00.000000000,12.112022832679273,940,2803,1752411975748,1
2016-10-25T13:30:00.000000000,10.470924009989297,675,2803,1752411975748,1
2016-10-26T10:00:00.000000000,10.53585444166964,491,2803,1752411975748,1
2016-10-25T12:00:00.000000000,10.485194434534428,680,2803,1752411975748,1
2016-10-19T11:30:00.000000000,10.550838387442028,757,2803,1752411975748,1
2016-10-26T08:30:00.000000000,10.230467356403851,323,2803,1752411975748,1
2016-10-26T12:30:00.000000000,10.829825187299322,823,2803,1752411975748,1
2016-10-19T08:00:00.000000000,10.286835533357117,402,2803,1752411975748,1
2016-10-19T13:30:00.000000000,10.50731359257938,766,2803,1752411975748,1
2016-10-27T14:00:00.000000000,11.095255083838746,1220,2803,1752411975748,1
2016-10-18T13:00:00.000000000,10.485907955761684,681,2803,1752411975748,1
2016-10-22T08:30:00.000000000,10.1476988940421,97,2803,1752411975748,1
2016-10-19T08:00:00.000000000,10.315376382447376,442,2803,1752411975748,1
2016-10-18T15:30:00.000000000,10.497324295397789,647,2803,1752411975748,1
2016-10-19T10:30:00.000000000,10.66856938993935,742,2803,1752411975748,1
2016-10-22T15:00:00.000000000,10.348911880128432,554,2803,1752411975748,1
2016-10-25T14:00:00.000000000,10.50303246521584,680,2803,1752411975748,1
2016-10-25T09:30:00.000000000,10.618622904031396,422,2803,1752411975748,1
2016-10-26T11:30:00.000000000,10.698537281484125,684,2803,1752411975748,1
2016-10-18T10:00:00.000000000,10.407420620763467,571,2803,1752411975748,1
2016-10-23T15:00:00.000000000,10.266856938993936,469,2803,1752411975748,1
2016-10-25T08:00:00.000000000,10.134141990724224,188,2803,1752411975748,1
2016-10-19T08:30:00.000000000,10.730645736710668,539,2803,1752411975748,1
2016-10-19T10:00:00.000000000,10.836960399571888,703,2803,1752411975748,1
2016-10-27T14:00:00.000000000,10.913307170888334,1220,2803,1752411975748,1
2016-10-23T12:00:00.000000000,10.535854441669638,526,2803,1752411975748,1
